"country","country_other","station_name","national_name","short_sample_code","sample_code","provider_code","code_ec_wise","code_ec_other","code_other","longitude_decimal","latitude_decimal","specific_locations"
"FR","","MEYNE A ORANGE 1","","","","","","","06118000","4.785815","44.111111",\N
"FR","","LEZ A LATTES 2","","","","","","","06189500","3.897773","43.570522",\N
"FR","","ORAIN A CHAUSSIN 4","","","","","","","06310200","5.40767","46.978167",\N
"FR","","RAHIN A LE-VAL-DE-GOUHENANS ","","","","","","","06008000","6.473804","47.621886",\N
"FR","","THALIE A ST-REMY ","","","","","","","06038900","4.842228","46.760231",\N
"FR","","ROMAINE A LE-PONT-DE-PLANCHES ","","","","","","","06003770","5.920837","47.534463",\N
"FR","","REAL COLLOBRIER A COLLOBRIERES ","","","","","","","06200700","6.320743","43.240815",\N
"FR","","PAILLON A DRAP 2","","","","","","","06700415","7.316408","43.749193",\N
"FR","","REYSSOUZET A ST-JULIEN-SUR-REYSSOUZE ","","","","","","","06580603","5.10877","46.399119",\N
"FR","","RAUMARTIN A MARIGNANE ","","","","","","","06196948","5.212165","43.410894",\N
"FR","","RUISSEAU DU GRAND TORRENT A AIX-EN-PROVENCE ","","","","","","","06195320","5.325624","43.511232",\N
"FR","","RHONE A VERNAISON 1","","","","","","","06093900","4.816578","45.645699",\N
"FR","","LEZ A MONDRAGON 1","","","","","","","06117450","4.711418","44.215381",\N
"FR","","MORNANTET A GIVORS 2","","","","","","","06094540","4.770978","45.603174",\N
"FR","","OZON A SOLAIZE ","","","","","","","06094039","4.821783","45.633329",\N
"FR","","OZON A CHEMINAS ","","","","","","","06094150","4.74699","45.1451",\N
"FR","","LAUZON A LA-BRILLANNE 2","","","","","","","06710030","5.885014","43.916608",\N
"FR","","BRAVONE A PIANELLO ","","","","","","","06221930","9.361628","42.298018",\N
"FR","","RHONE A ROQUEMAURE ","","","","","","","06121500","4.768911","44.07181",\N
"FR","","LAVANCHON A CLAIX ","","","","","","","06820126","5.691787","45.122326",\N
"FR","","LOUE A CHAMBLAY ","","","","","","","06940040","5.70401","47.003184",\N
"FR","","HERAULT A ST-JEAN-DE-FOS 2","","","","","","","06182300","3.553406","43.663891",\N
"FR","","OIGNIN A BRION 4","","","","","","","06580178","5.543447","46.174436",\N
"FR","","ORB A LE-POUJOL-SUR-ORB ","","","","","","","06185000","3.068476","43.577018",\N
"FR","","HYERE A ST-THIBAUD-DE-COUZ ","","","","","","","06580816","5.833403","45.486783",\N
"FR","","LOUE A MOUTHIER-HAUTE-PIERRE 1","","","","","","","06031400","6.275269","47.037309",\N
"FR","","JAUR A OLARGUES 2","","","","","","","06185900","2.91202","43.560449",\N
"FR","","CANAL DU RHONE A SETE A MAUGUIO ","","","","","","","06131935","3.970086","43.547297",\N
"FR","","OGNON A LES-AYNANS 2","","","","","","","06007000","6.455264","47.613805",\N
"FR","","CADIERE A VITROLLES 3","","","","","","","06710830","5.29063","43.419532",\N
"FR","","MORGE A VAL-DE-FIER ","","","","","","","06830800","5.921779","45.904222",\N
"FR","","ORBIEL A VILLALIER 1","","","","","","","06179000","2.410648","43.255222",\N
"FR","","LAUQUET A COUFFOULENS ","","","","","","","06177500","2.306899","43.157726",\N
"FR","","HUVEAUNE A AURIOL 1","","","","","","","06198550","5.648952","43.370502",\N
"FR","","LOUE A PARCEY ","","","","","","","06033000","5.494015","47.014805",\N
"FR","","JONCHE A LA-MURE-D'ISERE 1","","","","","","","06142687","5.780939","44.900769",\N
"FR","","OIGNIN A MATAFELON-GRANGES 2","","","","","","","06580182","5.547584","46.2364",\N
"FR","","ISERE A SEEZ ","","","","","","","06133000","6.825247","45.612531",\N
"FR","","GUIERS VIF A LES-ECHELLES ","","","","","","","06580559","5.756804","45.435252",\N
"FR","","ORBIEU A RIBAUTE 2","","","","","","","06179800","2.626442","43.105339",\N
"FR","","HERAULT A BRISSAC 1","","","","","","","06182050","3.700719","43.844064",\N
"FR","","LIAMONE A ARBORI ","","","","","","","06215800","8.814855","42.115951",\N
"FR","","LERGUE A LODEVE 3","","","","","","","06182460","3.327876","43.754312",\N
"FR","","ISERE A MONTGIROD ","","","","","","","06133600","6.599401","45.532406",\N
"FR","","OGNON A COURCHAPON ","","","","","","","06439460","5.743328","47.264626",\N
"FR","","OIGNIN A SAMOGNAT 2","","","","","","","06580184","5.589197","46.291068",\N
"FR","","LAS A TOULON - LE JONQUET ","","","","","","","06710300","5.91121","43.145207",\N
"FR","","LEZ A PRADES-LE-LEZ 3","","","","","","","06188785","3.855046","43.697168",\N
"FR","","HIEN A DOISSIN ","","","","","","","06080976","5.411597","45.503874",\N
"FR","","RIU FERRER A ARLES-SUR-TECH ","","","","","","","06166990","2.607181","42.469252",\N
"FR","","SEMOUSE A CONFLANS-SUR-LANTERNE 1","","","","","","","06409950","6.208352","47.822038",\N
"FR","","RHONE A JONS ","","","","","","","06092500","5.088671","45.811581",\N
"FR","","SANE A LA-GENETE ","","","","","","","06044900","5.050033","46.560641",\N
"FR","","RHONE A ST-VALLIER ","","","","","","","06104000","4.811656","45.184021",\N
"FR","","SAONE A SCEY-SUR-SAONE-ET-ST-ALBI ","","","","","","","06003600","5.97246","47.661731",\N
"FR","","RHONE A RUFFIEUX ","","","","","","","06072400","5.805818","45.85396",\N
"FR","","RHONE A POUGNY ","","","","","","","06065700","5.964545","46.144655",\N
"FR","","PAILLON DE CONTES A COARAZE 1","","","","","","","06700260","7.30874","43.891126",\N
"FR","","SAONE A BELRUPT ","","","","","","","06000990","6.101941","48.090273",\N
"FR","","SAONE A OUROUX-SUR-SAONE ","","","","","","","06039500","4.932178","46.711036",\N
"FR","","SAONE A ST-SYMPHORIEN-D'ANCELLES ","","","","","","","06810010","4.780201","46.187873",\N
"FR","","SEILLE A LA-TRUCHERE ","","","","","","","06045000","4.946775","46.514075",\N
"FR","","SEILLE DE BEAUME A COSGES ","","","","","","","06491950","5.403577","46.740019",\N
"FR","","REYSSOUZE A MONTAGNAT 4","","","","","","","06580601","5.266257","46.187103",\N
"FR","","SAONE A LYON 1","","","","","","","06059500","4.831906","45.796539",\N
"FR","","SAONE A CENDRECOURT ","","","","","","","06001000","5.917391","47.840261",\N
"FR","","RHONE A ST-SORLIN-EN-BUGEY ","","","","","","","06080000","5.34712","45.882673",\N
"FR","","SALAISON A MAUGUIO 2","","","","","","","06300400","4.003845","43.60816",\N
"FR","","LANTERNE A STE-MARIE-EN-CHAUX ","","","","","","","06404500","6.305107","47.790199",\N
"FR","","SAONE A FLEURVILLE ","","","","","","","06045800","4.896613","46.447797",\N
"FR","","ROMANCHE A LA-GRAVE ","","","","","","","06820089","6.30392","45.043456",\N
"FR","","SEVENNE A ST-JUST-CHALEYSSIN 2","","","","","","","06098700","4.984945","45.578902",\N
"FR","","SAONE A GERGY ","","","","","","","06037400","4.955458","46.878985",\N
"FR","","SAONE A ST-BERNARD ","","","","","","","06053800","4.728941","45.944114",\N
"FR","","SAONE A JONVELLE ","","","","","","","06000993","5.923536","47.93638",\N
"FR","","SAONE A MONTHUREUX-SUR-SAONE 2","","","","","","","06000998","5.941492","48.018251",\N
"FR","","RUISSEAU DE LA SALE A ST-JULIEN ","","","","","","","06000980","5.909118","48.018993",\N
"FR","","GLEPE A AVEZE ","","","","","","","06181210","3.598156","43.970769",\N
"FR","","SIERROZ A AIX-LES-BAINS 2","","","","","","","06800012","5.905081","45.706725",\N
"FR","","CRENZE A ST-LAURENT-LE-MINIER ","","","","","","","06195330","3.662263","43.925904",\N
"FR","","SIAGNE A LE-TIGNET 1","","","","","","","06207500","6.829904","43.621852",\N
"FR","","BOURBRE A CHELIEU ","","","","","","","06080920","5.484434","45.495339",\N
"FR","","VIEUX JONC A MONTRACOL 1","","","","","","","06048500","5.128148","46.203402",\N
"FR","","OGNON A BUSSIERES ","","","","","","","06440445","5.968455","47.335448",\N
"FR","","CANAL DU RHONE A SETE A ST-GILLES ","","","","","","","06131910","4.425773","43.658392",\N
"FR","","CORCELLE A RIGNEY ","","","","","","","06436900","6.171577","47.381646",\N
"FR","","DOUBS A AVANNE-AVENEY ","","","","","","","06029000","5.963141","47.199631",\N
"FR","","AMANCE A RAINCOURT ","","","","","","","06001250","5.874957","47.854322",\N
"FR","","CHALARONNE A THOISSEY 3","","","","","","","06800002","4.803493","46.169735",\N
"FR","","BRENNE A SENS-SUR-SEILLE ","","","","","","","06041700","5.292399","46.749661",\N
"FR","","BEZE A MARANDEUIL ","","","","","","","06006720","5.349821","47.34774",\N
"FR","","CLOUX A MEURSAULT 1","","","","","","","06036070","4.781334","46.9716",\N
"FR","","DHEUNE A ST-MARTIN-EN-GATINOIS ","","","","","","","06037300","5.018529","46.943375",\N
"FR","","AUDE A POMAS ","","","","","","","06177000","2.284256","43.116921",\N
"FR","","CORNE A ST-REMY 1","","","","","","","06038300","4.822364","46.748245",\N
"FR","","BRIANCON A THEZIER ","","","","","","","06130510","4.620871","43.908253",\N
"FR","","DOUBS A SAUNIERES ","","","","","","","06035500","5.085006","46.903454",\N
"FR","","ALLONDON A THOIRY 1","","","","","","","06999107","6.013556","46.229487",\N
"FR","","BARBEROLLE A VALENCE 2","","","","","","","06106250","4.935163","44.95128",\N
"FR","","DENANTE A DAVAYE ","","","","","","","06300113","4.764415","46.301419",\N
"FR","","TET A EUS ","","","","","","","06170000","2.483659","42.644165",\N
"FR","","AGULLA DE LA MAR A ALENYA ","","","","","","","06169050","2.991939","42.637796",\N
"FR","","TECH A ELNE ","","","","","","","06168000","2.985401","42.585625",\N
"FR","","TECH A REYNES ","","","","","","","06167000","2.71841","42.494648",\N
"FR","","BERRE A PORTEL-DES-CORBIERES 1","","","","","","","06175320","2.899612","43.049844",\N
"FR","","TREBOUL A CASTELNAUDARY 2","","","","","","","06177910","1.979313","43.294245",\N
"FR","","VERNAZOBRE A PIERRERUE ","","","","","","","06178011","2.973077","43.430502",\N
"FR","","BOUTERNE A TAIN-L'HERMITAGE 2","","","","","","","06830133","4.865552","45.074578",\N
"FR","","BERANGE A CANDILLARGUES 2","","","","","","","06190700","4.061062","43.637816",\N
"FR","","TILLE A CHAMPDOTRE ","","","","","","","06013800","5.300169","47.17837",\N
"FR","","SUPERBE A BAULAY ","","","","","","","06001890","6.0578","47.794377",\N
"FR","","TOULOUBRE A LA-BARBEN 2","","","","","","","06710038","5.175736","43.628752",\N
"FR","","AGLY A ESTAGEL 2","","","","","","","06173480","2.686255","42.78016",\N
"FR","","AGLY A ST-LAURENT-DE-LA-SALANQUE ","","","","","","","06175000","2.987101","42.763957",\N
"FR","","TET A STE-MARIE 2","","","","","","","06172100","3.023409","42.710817",\N
"FR","","ARGENS A ROQUEBRUNE-SUR-ARGENS 2","","","","","","","06206000","6.64095","43.449916",\N
"FR","","VOUGE A AUBIGNY-EN-PLAINE ","","","","","","","06017000","5.179874","47.134036",\N
"FR","","CARAMY A VINS-SUR-CARAMY ","","","","","","","06204000","6.17014","43.436958",\N
"FR","","VINGEANNE A VILLEGUSIEN-LE-LAC 1","","","","","","","06005640","5.325472","47.719926",\N
"FR","","AIGUE A ORANGE 2","","","","","","","06710035","4.801073","44.159306",\N
"FR","","GARD A ST-CHAPTES ","","","","","","","06129700","4.281705","43.945216",\N
"FR","","GARD A REMOULINS ","","","","","","","06130500","4.562848","43.931763",\N
"FR","","FRESQUEL A VILLEMOUSTAUSSOU ","","","","","","","06177980","2.361909","43.238726",\N
"FR","","FRESQUEL A ST-MARTIN-LALANDE 1","","","","","","","06177950","2.016587","43.304774",\N
"FR","","SOU A MALVIES 2","","","","","","","06176670","2.181827","43.110274",\N
"FR","","GRANDE LEVADE A BEDARRIDES ","","","","","","","06710036","4.911535","44.033816",\N
"FR","","CEZE A CHUSCLAN ","","","","","","","06121000","4.678936","44.147299",\N
"FR","","GOURGEONNE A TINCEY-ET-PONTREBEAU ","","","","","","","06003850","5.795127","47.6058",\N
"FR","","CUISANCE A SOUVANS 1","","","","","","","06468450","5.560198","46.998717",\N
"FR","","DURGEON A CHEMILLY ","","","","","","","06003550","6.02496","47.649421",\N
"FR","","GARON A BRIGNAIS 3","","","","","","","06095300","4.743054","45.687132",\N
"FR","","EYGOUTIER A LA-GARDE - LES GRAVETTES ","","","","","","","06710040","6.014987","43.11329",\N
"FR","","BIEF D'ENFER A ST ETIENNE SUR REYSSOUZE ","","","","","","","06580640","5.012765","46.411941",\N
"FR","","GAPEAU A HYERES ","","","","","","","06202000","6.165393","43.13075",\N
"FR","","COULON A CAVAILLON 2","","","","","","","06165900","5.003355","43.858542",\N
"FR","","PREUILLE A BRAM ","","","","","","","06178043","2.115293","43.254322",\N
"FR","","ECOUTAY A BEAUMONT-LES-VALENCE 1","","","","","","","06106675","4.928054","44.861846",\N
"FR","","OUCHE A PLOMBIERES-LES-DIJON 3","","","","","","","06014990","4.980357","47.333015",\N
"FR","","LIBRON A VIAS ","","","","","","","06188740","3.401084","43.311408",\N
"FR","","ROMAINE A VELLEXON-QUEUTREY-ET-VAUDEY2","","","","","","","06003805","5.809489","47.563897",\N
"FR","","PEYNE A PEZENAS ","","","","","","","06183800","3.433165","43.455901",\N
"FR","","OUVEZE A STE-EUPHEMIE-SUR-OUVEZE ","","","","","","","06580100","5.378336","44.298707",\N
"FR","","PRUNELLI A BASTELICACCIA ","","","","","","","06217000","8.8256","41.912503",\N
"FR","","GUYOTTE A ST-BONNET-EN-BRESSE ","","","","","","","06035330","5.178276","46.853287",\N
"FR","","MORGON A GLEIZE 1","","","","","","","06052930","4.70368","45.986488",\N
"FR","","MASSANA A ARGELES-SUR-MER ","","","","","","","06168200","3.031503","42.550219",\N
"FR","","ORB A VILLENEUVE-LES-BEZIERS ","","","","","","","06188500","3.253012","43.312171",\N
"FR","","ORON A ST-RAMBERT-D'ALBON 2","","","","","","","06800005","4.821203","45.300214",\N
"FR","","HUERT A LES-AVENIERES 2","","","","","","","06580766","5.531074","45.659944",\N
"FR","","GROZONNE A NEUVILLEY ","","","","","","","06470900","5.610115","46.894407",\N
"FR","","OUCHE A CRIMOLOIS ","","","","","","","06016000","5.117498","47.26624",\N
"FR","","LERGUE A BRIGNAC ","","","","","","","06183000","3.477326","43.628187",\N
"FR","","HERAULT A FLORENSAC","","","","","","","06184000","3.446649","43.384053",\N
"FR","","REYSSOUZE A ATTIGNAT 3","","","","","","","06580602","5.1809","46.27809",\N
"FR","","SAONE A PORT-SUR-SAONE ","","","","","","","06002500","6.039292","47.691078",\N
"FR","","SAONE A APREMONT ","","","","","","","06005500","5.544089","47.395716",\N
"FR","","SEYMARD A ST-MAURICE-DE-REMENS ","","","","","","","06091600","5.267766","45.96738",\N
"FR","","DROME A ST-SAUVEUR-EN-DIOIS ","","","","","","","06580019","5.171211","44.69233",\N
"FR","","FA A ESPERAZA ","","","","","","","06175840","2.207385","42.93214",\N
"FR","","VIDOURLE A ST-LAURENT-D'AIGOUZE ","","","","","","","06192000","4.190817","43.639126",\N
"FR","","PLANET A PLAINEMONT ","","","","","","","06410450","6.213955","47.836396",\N
"FR","","DURGEON A COLOMBIER ","","","","","","","06411350","6.232541","47.676786",\N
"FR","","COLOMBINE A COLOMBOTTE ","","","","","","","06412200","6.280716","47.66221",\N
"FR","","BREUCHIN A ORMOICHE ","","","","","","","06405950","6.308658","47.801521",\N
"FR","","SOULOISE A ST-DISDIER-EN-DEVOLUY ","","","","","","","06820164","5.893072","44.736818",\N
"FR","","RU D'AITONE A EVISA ","","","","","","","06219590","8.853208","42.274812",\N
"FR","","FANGO A GALERIA ","","","","","","","06222600","8.753741","42.379586",\N
"FR","","DORON DE TERMIGNON A TERMIGNON ","","","","","","","06137560","6.812587","45.284081",\N
"FR","","GELON A LE-VERNEIL ","","","","","","","06139800","6.160784","45.463574",\N
"FR","","MENOGE A ARTHAZ-PONT-NOTRE-DAME ","","","","","","","06830152","6.246472","46.169632",\N
"FR","","USSES A CRUSEILLES 4","","","","","","","06068900","6.146418","46.020594",\N
"FR","","SEILLE A ST-USUGE ","","","","","","","06041800","5.258575","46.674098",\N
"FR","","USSES A SEYSSEL ","","","","","","","06069050","5.847872","45.986367",\N
"FR","","DRANSE DE MORZINE A LA-BAUME 2","","","","","","","06580926","6.617355","46.28686",\N
"FR","","GAPEAU A BELGENTIER 1","","","","","","","06300092","6.000063","43.244523",\N
"FR","","SERAN A CEYZERIEU 2","","","","","","","06300000","5.737315","45.845784",\N
"FR","","LUYE A JARJAYES ","","","","","","","06154000","6.081965","44.479323",\N
"FR","","CANAL DE MAGDELEINE A RAMBAUD ","","","","","","","06153070","6.121405","44.556837",\N
"FR","","DURANCE A ROCHEBRUNE ","","","","","","","06152700","6.197532","44.459977",\N
"FR","","CASALUNA A GAVIGNANO ","","","","","","","06213400","9.222566","42.434063",\N
"FR","","LURI A LURI ","","","","","","","06300200","9.420468","42.896885",\N
"FR","","ASCO A MOLTIFAO ","","","","","","","06213300","9.107637","42.468546",\N
"FR","","RIVIERE DU BUSSO A NOVALE ","","","","","","","06150160","9.412946","42.317752",\N
"FR","","REGINO A OCCHIATANA 2","","","","","","","06222410","8.992734","42.619967",\N
"FR","","SOLNAN A DOMMARTIN-LES-CUISEAUX ","","","","","","","06043869","5.28767","46.515015",\N
"FR","","DHEUNE A ESSERTENNE ","","","","","","","06035690","4.56962","46.801635",\N
"FR","","MOUGE A ST-MAURICE-DE-SATONNAY ","","","","","","","06047360","4.784488","46.411253",\N
"FR","","OSTRICONI A PALASCA ","","","","","","","06222285","9.073608","42.652527",\N
"FR","","FIER A THONES 2","","","","","","","06830113","6.32448","45.865489",\N
"FR","","EAU SALEE A CHATEAUVERT ","","","","","","","06202860","6.017019","43.511135",\N
"FR","","GISCLE A COGOLIN 1","","","","","","","06207000","6.552417","43.2545",\N
"FR","","JABRON A COMPS-SUR-ARTUBY ","","","","","","","06111555","6.501752","43.743848",\N
"FR","","SERAN A CHAMPAGNE-EN-VALROMEY ","","","","","","","06076420","5.6696","45.912584",\N
"FR","","VEYLE A POLLIAT ","","","","","","","06048640","5.126498","46.243132",\N
"FR","","CHALARONNE A ST-DIDIER-SUR-CHALARONNE ","","","","","","","06050820","4.839753","46.15811",\N
"FR","","BLANCHE A BREOLE ","","","","","","","06152750","6.237206","44.455971",\N
"FR","","LIGNE A CHAUZON 2","","","","","","","06580274","4.324331","44.492456",\N
"FR","","IBIE A VALLON-PONT-D'ARC ","","","","","","","06115080","4.446287","44.459358",\N
"FR","","DOUBS A GEVRY ","","","","","","","06031200","5.453509","47.035517",\N
"FR","","PAYRE A LE-POUZIN ","","","","","","","06109950","4.73989","44.731586",\N
"FR","","DOUX A ST-JEAN-DE-MUZOLS ","","","","","","","06106030","4.77827","45.059451",\N
"FR","","DUNIERE A SILHAC ","","","","","","","06107760","4.652544","44.851548",\N
"FR","","OULE A REMUZAT 2","","","","","","","06116620","5.355536","44.414191",\N
"FR","","LAVEZON A MEYSSE ","","","","","","","06410400","4.719187","44.609658",\N
"FR","","RHONE A ROCHEMAURE ","","","","","","","06110400","4.707773","44.579075",\N
"FR","","CHASSEZAC A STE-MARGUERITE-LAFIGERE ","","","","","","","06580508","3.997328","44.460912",\N
"FR","","GUIERS MORT A ST-LAURENT-DU-PONT ","","","","","","","06078200","5.754148","45.363588",\N
"FR","","CUMANE A ST-MARCELLIN 3","","","","","","","06147655","5.326595","45.13194",\N
"FR","","SABLONNE A ANNOIRE ","","","","","","","06474920","5.262764","46.961024",\N
"FR","","VALOUSE A CORNOD 2","","","","","","","06970900","5.528315","46.294301",\N
"FR","","ROUBION A BONLIEU-SUR-ROUBION 2","","","","","","","06590600","4.879221","44.591582",\N
"FR","","ANGILLON A VERS-EN-MONTAGNE 2","","","","","","","06083925","5.918281","46.813217",\N
"FR","","SERAN A TALISSIEU 2","","","","","","","06076475","5.705432","45.86551",\N
"FR","","TINEE A TOURNEFORT 1","","","","","","","06210850","7.174449","43.933017",\N
"FR","","RHONE A BAIX ","","","","","","","06110150","4.768048","44.710626",\N
"FR","","RHONE A BEAUCHASTEL 2","","","","","","","06106650","4.822695","44.818418",\N
"FR","","EYRIEUX A LE-CHEYLARD 1","","","","","","","06106920","4.419181","44.916605",\N
"FR","","DOUX A LE-CRESTET ","","","","","","","06105500","4.596908","45.000789",\N
"FR","","LAMPY A ALZONNE ","","","","","","","06177959","2.179879","43.255453",\N
"FR","","AUDE A TREBES ","","","","","","","06178000","2.421431","43.213343",\N
"FR","","DHEUNE A CORPEAU 2","","","","","","","06037085","4.77106","46.920659",\N
"FR","","VINGEANNE A ST-MAURICE-SUR-VINGEANNE 1","","","","","","","06005700","5.406927","47.578258",\N
"FR","","DOUBS A LABERGEMENT-STE-MARIE 1","","","","","","","06017200","6.279948","46.772583",\N
"FR","","VOLANE A VALS-LES-BAINS 3","","","","","","","06114295","4.363349","44.671823",\N
"FR","","ANCELLE A MARSANNE ","","","","","","","06580318","4.897489","44.626255",\N
"FR","","ROANNE A ST-BENOIT-EN-DIOIS ","","","","","","","06107980","5.271273","44.671057",\N
"FR","","VISTRE A AUBORD ","","","","","","","06193500","4.305964","43.762537",\N
"FR","","FURIEUSE A LA-CHAPELLE-SUR-FURIEUSE 4","","","","","","","06940940","5.853143","46.998791",\N
"FR","","ARNE A LAVANS-LES-DOLE 3","","","","","","","06464850","5.62452","47.155608",\N
"FR","","SURAN A ST-JULIEN 1","","","","","","","06494595","5.447215","46.391389",\N
"FR","","RIBERETTE A ARGELES-SUR-MER ","","","","","","","06168100","3.012919","42.579071",\N
"FR","","TECH A BROUILLA ","","","","","","","06300071","2.903188","42.561489",\N
"FR","","ISERE A BOURG-ST-MAURICE ","","","","","","","06133100","6.75122","45.593597",\N
"FR","","DORON DES ALLUES A BRIDES-LES-BAINS 2","","","","","","","06133650","6.566188","45.451107",\N
"FR","","PONTURIN A LANDRY 2","","","","","","","06134300","6.744703","45.564245",\N
"FR","","BIENNE A JEURRE ","","","","","","","06085500","5.71124","46.366867",\N
"FR","","DORON DE BELLEVILLE A ST-MARTIN-DE-BELLEVILLE 2","","","","","","","06133550","6.493991","45.386852",\N
"FR","","ISERE A VAL-D'ISERE 1","","","","","","","06132900","7.013408","45.449798",\N
"FR","","FRESQUEL A ALZONNE ","","","","","","","06178042","2.157838","43.251981",\N
"FR","","CLAMOUS A BOUILHONNAC ","","","","","","","06179200","2.430838","43.240919",\N
"FR","","FOUNT GUILHEN A CAZILHAC ","","","","","","","06150820","2.362618","43.180036",\N
"FR","","CALAVON A CERESTE 2","","","","","","","06163900","5.573008","43.86262",\N
"FR","","SASSE A CHATEAUFORT ","","","","","","","06153630","6.015684","44.275967",\N
"FR","","REBENTY A MONTREAL ","","","","","","","06177750","2.120169","43.201737",\N
"FR","","AIN A MESNOIS ","","","","","","","06084360","5.699348","46.597746",\N
"FR","","VINGEANNE A BAISSEY 2","","","","","","","06005695","5.262779","47.751544",\N
"FR","","ASSE A ORAISON ","","","","","","","06159390","5.909304","43.878681",\N
"FR","","AUDE A ESCOULOUBRE 1","","","","","","","06175540","2.140865","42.709",\N
"FR","","CANAL DE LA ROBINE A GRUISSAN ","","","","","","","06180500","3.030844","43.122127",\N
"FR","","CANAL DU MIDI A LABASTIDE-D'ANJOU ","","","","","","","06180880","1.834352","43.341532",\N
"FR","","CANAL DU MIDI A MARSEILLETTE ","","","","","","","06180860","2.538652","43.2035",\N
"FR","","RIEU A ROQUEFORT-DES-CORBIERES 1","","","","","","","06180550","2.964405","43.00122",\N
"FR","","CANAL DU MIDI A ST-NAZAIRE-D'AUDE ","","","","","","","06180850","2.904288","43.26285",\N
"FR","","FRESQUEL A SOUILHE ","","","","","","","06178050","1.900406","43.368306",\N
"FR","","SAVASSE A ROMANS-SUR-SERE 2","","","","","","","06148850","5.034219","45.050144",\N
"FR","","CADIERE A MARIGNANE 1","","","","","","","06196950","5.201676","43.411342",\N
"FR","","AMANCE A PISSELOUP ","","","","","","","06001190","5.742926","47.823318",\N
"FR","","DROUDE A BRIGNON ","","","","","","","06129550","4.21729","43.992028",\N
"FR","","VIEUX VISTRE A LE-CAILAR ","","","","","","","06193800","4.24166","43.61409",\N
"FR","","VENE A BALARUC-LE-VIEUX ","","","","","","","06187450","3.675337","43.464011",\N
"FR","","BOURNE A VILLARD-DE-LANS - LES JARRANDS ","","","","","","","06147650","5.529948","45.084099",\N
"FR","","CANAL DU MIDI A VILLEPINTE ","","","","","","","06177925","2.095235","43.272958",\N
"FR","","TOULOUBRE A AIX-EN-PROVENCE 3","","","","","","","06195820","5.367291","43.583295",\N
"FR","","LEZ A TAULIGNAN - LA CAILLONNE ","","","","","","","06117220","4.983935","44.423177",\N
"FR","","BERRE A VALAURIE 1","","","","","","","06113270","4.767548","44.413985",\N
"FR","","PETITE CHORANCHE A GRANGES-LES-BEAUMONT ","","","","","","","06149830","4.988749","45.045273",\N
"FR","","RAVANER A ARGELES-SUR-MER ","","","","","","","06168250","3.058556","42.526457",\N
"FR","","BAILLAURY A BANYULS-SUR-MER ","","","","","","","06168300","3.107787","42.46575",\N
"FR","","SEGRE A BOURG-MADAME 2","","","","","","","06166720","1.94092","42.429514",\N
"FR","","CASTELLANA A CATLLAR ","","","","","","","06169990","2.422043","42.632494",\N
"FR","","BOLES A MILLAS ","","","","","","","06170170","2.687996","42.683239",\N
"FR","","TET A NEFIACH ","","","","","","","06170150","2.663412","42.696453",\N
"FR","","BASSE A TOULOUGES ","","","","","","","06300072","2.824258","42.676599",\N
"FR","","TRERY A VINAY ","","","","","","","06147215","5.421329","45.193324",\N
"FR","","DROUVENANT A BOISSIA ","","","","","","","06084210","5.727858","46.595457",\N
"FR","","AIN A CHAMPAGNOLE ","","","","","","","06486120","5.889821","46.748352",\N
"FR","","VALOUSON A CHATONNAY ","","","","","","","06960930","5.546565","46.430342",\N
"FR","","BIENNE A ST-CLAUDE 3","","","","","","","06400012","5.865806","46.39794",\N
"FR","","TACON A ST-CLAUDE 3","","","","","","","06084920","5.862378","46.385699",\N
"FR","","REPPE A OLLIOULES ","","","","","","","06710820","5.840754","43.12672",\N
"FR","","GAUDRE D'AUREILLE A MOURIES ","","","","","","","06196500","4.879267","43.687494",\N
"FR","","TOULOUBRE A ST-CHAMAS 1","","","","","","","06196850","5.042833","43.541353",\N
"FR","","DURANCE A ST-PAUL-LES-DURANCE ","","","","","","","06162000","5.719218","43.69682",\N
"FR","","GOLO A ALBERTACCE ","","","","","","","06213500","8.976418","42.319265",\N
"FR","","LUECH A GENOLHAC ","","","","","","","06118550","3.960898","44.32403",\N
"FR","","VISTRE DE LA FONTAINE A NIMES ","","","","","","","06193250","4.373987","43.801769",\N
"FR","","CRIEULON A ORTHOUX-SERIGNAC-QUILHAN ","","","","","","","06178025","4.036794","43.88682",\N
"FR","","TAVIGNANO A ALERIA 1","","","","","","","06215600","9.489496","42.11743",\N
"FR","","LENTILLA A FINESTRET ","","","","","","","06170180","2.499858","42.626935",\N
"FR","","AGLY A LESQUERDE 1","","","","","","","06173250","2.50294","42.793827",\N
"FR","","AUDE A MATEMALE ","","","","","","","06175500","2.125219","42.605304",\N
"FR","","MAURY A MAURY ","","","","","","","06173500","2.641759","42.800441",\N
"FR","","FOSSELLA A ST-NAZAIRE ","","","","","","","06169100","2.963866","42.667036",\N
"FR","","BOULZANE A ST-PAUL-DE-FENOUILLET 1","","","","","","","06300073","2.48194","42.806164",\N
"FR","","TET A SAUTO ","","","","","","","06169880","2.149167","42.503781",\N
"FR","","VALOUSE A SAVIGNA ","","","","","","","06960845","5.560144","46.437894",\N
"FR","","RIU DE QUEROL A LATOUR-DE-CAROL 1","","","","","","","06166550","1.889401","42.463132",\N
"FR","","RIU LLAVENERA A PALAU-DE-CERDAGNE ","","","","","","","06177835","1.967055","42.411792",\N
"FR","","SOANAN A LEGNY ","","","","","","","06053940","4.573154","45.905973",\N
